Record Date,State Name,Interest Rate Percent,Outstanding Advance Balance,Advance Authorization Current Month,Gross Advance Draws Current Month,Interest Accrued Fiscal Year to Date,Interest Paid Amount,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
"2020-08-11","California","2.40870090","8588122184.04","3500000000.00","1172000000.00","0.00","0.00","1","2020","4","2020","3","08","11"
"2020-08-11","Connecticut","2.40870090","0.00","220000000.00","0.00","0.00","0.00","3","2020","4","2020","3","08","11"
"2020-08-11","Illinois","2.40870090","1102488135.65","1100000000.00","74687864.84","0.00","0.00","7","2020","4","2020","3","08","11"
"2020-08-11","Massachusetts","2.40870090","860993938.16","700000000.00","109378752.51","0.00","0.00","9","2020","4","2020","3","08","11"
"2020-08-11","Minnesota","2.40870090","163953378.58","400000000.00","120492438.65","0.00","0.00","10","2020","4","2020","3","08","11"
"2020-08-11","West Virginia","2.40870090","41915884.45","125000000.00","6428959.64","0.00","0.00","19","2020","4","2020","3","08","11"
"2020-08-11","New Mexico","2.40870090","0.00","35000000.00","0.00","0.00","0.00","12","2020","4","2020","3","08","11"
"2020-08-11","Delaware","2.40870090","0.00","74000000.00","0.00","0.00","0.00","4","2020","4","2020","3","08","11"
"2020-08-11","Pennsylvania","2.40870090","0.00","800000000.00","0.00","0.00","0.00","15","2020","4","2020","3","08","11"
"2020-08-11","Georgia","2.40870090","0.00","85000000.00","0.00","0.00","0.00","5","2020","4","2020","3","08","11"
"2020-08-11","New York","2.40870090","5666127715.51","2300000000.00","605768434.70","0.00","0.00","13","2020","4","2020","3","08","11"
"2020-08-11","Virgin Islands","2.40870090","58786255.18","5000000.00","0.00","0.00","0.00","18","2020","4","2020","3","08","11"
"2020-08-11","Colorado","2.40870090","0.00","500000000.00","0.00","0.00","0.00","2","2020","4","2020","3","08","11"
"2020-08-11","Kentucky","2.40870090","198348330.33","325000000.00","25147104.51","0.00","0.00","8","2020","4","2020","3","08","11"
"2020-08-11","Ohio","2.40870090","582369529.90","600000000.00","29675000.00","0.00","0.00","14","2020","4","2020","3","08","11"
"2020-08-10","Ohio","2.40870090","569126529.90","600000000.00","16432000.00","0.00","0.00","14","2020","4","2020","3","08","10"
"2020-08-10","Hawaii","2.40870090","134705861.70","435000000.00","36690257.43","0.00","0.00","6","2020","4","2020","3","08","10"
"2020-08-10","Minnesota","2.40870090","134223378.58","400000000.00","90412438.65","0.00","0.00","10","2020","4","2020","3","08","10"
"2020-08-10","Illinois","2.40870090","1039347061.18","1100000000.00","11546790.37","0.00","0.00","7","2020","4","2020","3","08","10"
"2020-08-10","New York","2.40870090","5562160564.19","2300000000.00","501801283.38","0.00","0.00","13","2020","4","2020","3","08","10"
"2020-08-10","New Jersey","2.40870090","0.00","600000000.00","0.00","0.00","0.00","11","2020","4","2020","3","08","10"
"2020-08-10","Georgia","2.40870090","0.00","85000000.00","0.00","0.00","0.00","5","2020","4","2020","3","08","10"
"2020-08-10","Pennsylvania","2.40870090","0.00","800000000.00","0.00","0.00","0.00","15","2020","4","2020","3","08","10"
"2020-08-10","Virginia","2.40870090","0.00","80000000.00","0.00","0.00","0.00","17","2020","4","2020","3","08","10"
"2020-08-10","Virgin Islands","2.40870090","58786255.18","5000000.00","0.00","0.00","0.00","18","2020","4","2020","3","08","10"
"2020-08-10","West Virginia","2.40870090","41915884.45","125000000.00","6428959.64","0.00","0.00","19","2020","4","2020","3","08","10"
"2020-08-10","Connecticut","2.40870090","0.00","220000000.00","0.00","0.00","0.00","3","2020","4","2020","3","08","10"
"2020-08-10","Massachusetts","2.40870090","860993938.16","700000000.00","109378752.51","0.00","0.00","9","2020","4","2020","3","08","10"
"2020-08-10","California","2.40870090","8597837020.88","3500000000.00","1172000000.00","0.00","0.00","1","2020","4","2020","3","08","10"
"2020-08-10","Kentucky","2.40870090","198348330.33","325000000.00","25147104.51","0.00","0.00","8","2020","4","2020","3","08","10"
"2020-08-10","Colorado","2.40870090","0.00","500000000.00","0.00","0.00","0.00","2","2020","4","2020","3","08","10"
"2020-08-10","New Mexico","2.40870090","0.00","35000000.00","0.00","0.00","0.00","12","2020","4","2020","3","08","10"
"2020-08-10","Delaware","2.40870090","0.00","74000000.00","0.00","0.00","0.00","4","2020","4","2020","3","08","10"
"2020-08-10","Texas","2.40870090","2854983680.66","1900000000.00","218122168.89","0.00","0.00","16","2020","4","2020","3","08","10"
"2020-08-07","Ohio","2.40870090","569126529.90","600000000.00","16432000.00","0.00","0.00","14","2020","4","2020","3","08","07"
"2020-08-07","New Mexico","2.40870090","0.00","35000000.00","0.00","0.00","0.00","12","2020","4","2020","3","08","07"
"2020-08-07","Virgin Islands","2.40870090","58786255.18","5000000.00","0.00","0.00","0.00","18","2020","4","2020","3","08","07"
"2020-08-07","Connecticut","2.40870090","0.00","220000000.00","0.00","0.00","0.00","3","2020","4","2020","3","08","07"
"2020-08-07","West Virginia","2.40870090","41915884.45","125000000.00","6428959.64","0.00","0.00","19","2020","4","2020","3","08","07"
"2020-08-07","California","2.40870090","8609176232.15","3500000000.00","1172000000.00","0.00","0.00","1","2020","4","2020","3","08","07"
"2020-08-07","Colorado","2.40870090","0.00","500000000.00","0.00","0.00","0.00","2","2020","4","2020","3","08","07"
"2020-08-07","Illinois","2.40870090","1033855976.83","1100000000.00","6055706.02","0.00","0.00","7","2020","4","2020","3","08","07"
"2020-08-07","Delaware","2.40870090","0.00","74000000.00","0.00","0.00","0.00","4","2020","4","2020","3","08","07"
"2020-08-07","New Jersey","2.40870090","0.00","600000000.00","0.00","0.00","0.00","11","2020","4","2020","3","08","07"
"2020-08-07","Hawaii","2.40870090","134705861.70","435000000.00","36690257.43","0.00","0.00","6","2020","4","2020","3","08","07"
"2020-08-07","Georgia","2.40870090","0.00","85000000.00","0.00","0.00","0.00","5","2020","4","2020","3","08","07"
"2020-08-07","Minnesota","2.40870090","128103700.55","400000000.00","84042760.62","0.00","0.00","10","2020","4","2020","3","08","07"
"2020-08-07","Kentucky","2.40870090","196893411.33","325000000.00","23692185.51","0.00","0.00","8","2020","4","2020","3","08","07"
"2020-08-07","Texas","2.40870090","2811563461.99","1900000000.00","174701950.22","0.00","0.00","16","2020","4","2020","3","08","07"
"2020-08-07","Pennsylvania","2.40870090","0.00","800000000.00","0.00","0.00","0.00","15","2020","4","2020","3","08","07"
"2020-08-07","Virginia","2.40870090","0.00","80000000.00","0.00","0.00","0.00","17","2020","4","2020","3","08","07"
"2020-08-07","Massachusetts","2.40870090","860993938.16","700000000.00","109378752.51","0.00","0.00","9","2020","4","2020","3","08","07"
"2020-08-07","New York","2.40870090","5347832630.34","2300000000.00","287473349.53","0.00","0.00","13","2020","4","2020","3","08","07"
"2020-08-06","Massachusetts","2.40870090","860993938.16","700000000.00","109378752.51","0.00","0.00","9","2020","4","2020","3","08","06"
"2020-08-06","Virgin Islands","2.40870090","58786255.18","5000000.00","0.00","0.00","0.00","18","2020","4","2020","3","08","06"
"2020-08-06","Delaware","2.40870090","0.00","74000000.00","0.00","0.00","0.00","4","2020","4","2020","3","08","06"
"2020-08-06","New York","2.40870090","5338994079.99","2300000000.00","278634799.18","0.00","0.00","13","2020","4","2020","3","08","06"
"2020-08-06","West Virginia","2.40870090","41915884.45","125000000.00","6428959.64","0.00","0.00","19","2020","4","2020","3","08","06"
"2020-08-06","California","2.40870090","8616370197.95","3500000000.00","1172000000.00","0.00","0.00","1","2020","4","2020","3","08","06"
"2020-08-06","Pennsylvania","2.40870090","0.00","800000000.00","0.00","0.00","0.00","15","2020","4","2020","3","08","06"
"2020-08-06","Ohio","2.40870090","569126529.90","600000000.00","16432000.00","0.00","0.00","14","2020","4","2020","3","08","06"
"2020-08-06","Colorado","2.40870090","0.00","500000000.00","0.00","0.00","0.00","2","2020","4","2020","3","08","06"
"2020-08-06","Kentucky","2.40870090","196893411.33","325000000.00","23692185.51","0.00","0.00","8","2020","4","2020","3","08","06"
"2020-08-06","Hawaii","2.40870090","131405418.72","435000000.00","33389814.45","0.00","0.00","6","2020","4","2020","3","08","06"
"2020-08-06","Illinois","2.40870090","1027800270.81","1100000000.00","0.00","0.00","0.00","7","2020","4","2020","3","08","06"
"2020-08-06","Connecticut","2.40870090","0.00","220000000.00","0.00","0.00","0.00","3","2020","4","2020","3","08","06"
"2020-08-06","New Jersey","2.40870090","0.00","600000000.00","0.00","0.00","0.00","11","2020","4","2020","3","08","06"
"2020-08-06","New Mexico","2.40870090","0.00","35000000.00","0.00","0.00","0.00","12","2020","4","2020","3","08","06"
"2020-08-06","Texas","2.40870090","2747137579.18","1900000000.00","110276067.41","0.00","0.00","16","2020","4","2020","3","08","06"
"2020-08-06","Virginia","2.40870090","0.00","80000000.00","0.00","0.00","0.00","17","2020","4","2020","3","08","06"
"2020-08-06","Georgia","2.40870090","0.00","85000000.00","0.00","0.00","0.00","5","2020","4","2020","3","08","06"
"2020-08-06","Minnesota","2.40870090","119567972.87","400000000.00","74490760.62","0.00","0.00","10","2020","4","2020","3","08","06"
"2020-08-05","California","2.40870090","8151796327.51","3500000000.00","700000000.00","0.00","0.00","1","2020","4","2020","3","08","05"
"2020-08-05","Georgia","2.40870090","0.00","85000000.00","0.00","0.00","0.00","5","2020","4","2020","3","08","05"
"2020-08-05","New York","2.40870090","5310100928.71","2300000000.00","249741647.90","0.00","0.00","13","2020","4","2020","3","08","05"
"2020-08-05","Colorado","2.40870090","0.00","500000000.00","0.00","0.00","0.00","2","2020","4","2020","3","08","05"
"2020-08-05","Virgin Islands","2.40870090","58786255.18","5000000.00","0.00","0.00","0.00","18","2020","4","2020","3","08","05"
"2020-08-05","New Mexico","2.40870090","0.00","35000000.00","0.00","0.00","0.00","12","2020","4","2020","3","08","05"
"2020-08-05","Massachusetts","2.40870090","860993938.16","700000000.00","109378752.51","0.00","0.00","9","2020","4","2020","3","08","05"
"2020-08-05","Delaware","2.40870090","0.00","74000000.00","0.00","0.00","0.00","4","2020","4","2020","3","08","05"
"2020-08-05","Hawaii","2.40870090","125597856.74","435000000.00","27582252.47","0.00","0.00","6","2020","4","2020","3","08","05"
"2020-08-05","Pennsylvania","2.40870090","0.00","800000000.00","0.00","0.00","0.00","15","2020","4","2020","3","08","05"
"2020-08-05","Connecticut","2.40870090","0.00","220000000.00","0.00","0.00","0.00","3","2020","4","2020","3","08","05"
"2020-08-05","Illinois","2.40870090","1027800270.81","1100000000.00","0.00","0.00","0.00","7","2020","4","2020","3","08","05"
"2020-08-05","Texas","2.40870090","2678415811.28","1900000000.00","41554299.51","0.00","0.00","16","2020","4","2020","3","08","05"
"2020-08-05","West Virginia","2.40870090","41915884.45","125000000.00","6428959.64","0.00","0.00","19","2020","4","2020","3","08","05"
"2020-08-05","Ohio","2.40870090","569126529.90","600000000.00","16432000.00","0.00","0.00","14","2020","4","2020","3","08","05"
"2020-08-05","Minnesota","2.40870090","110040972.87","400000000.00","62663760.62","0.00","0.00","10","2020","4","2020","3","08","05"
"2020-08-05","New Jersey","2.40870090","0.00","600000000.00","0.00","0.00","0.00","11","2020","4","2020","3","08","05"
"2020-08-05","Virginia","2.40870090","0.00","80000000.00","0.00","0.00","0.00","17","2020","4","2020","3","08","05"
"2020-08-05","Kentucky","2.40870090","196893411.33","325000000.00","23692185.51","0.00","0.00","8","2020","4","2020","3","08","05"
"2020-08-03","California","2.40870090","8402280844.24","3500000000.00","600000000.00","0.00","0.00","1","2020","4","2020","3","08","03"
"2020-08-03","Kentucky","2.40870090","176142437.33","325000000.00","2941211.51","0.00","0.00","8","2020","4","2020","3","08","03"
"2020-08-03","Massachusetts","2.40870090","860993938.16","700000000.00","109378752.51","0.00","0.00","9","2020","4","2020","3","08","03"
"2020-08-03","Illinois","2.40870090","1027800270.81","1100000000.00","0.00","0.00","0.00","7","2020","4","2020","3","08","03"
"2020-08-03","West Virginia","2.40870090","41915884.45","125000000.00","6428959.64","0.00","0.00","19","2020","4","2020","3","08","03"
"2020-08-03","Hawaii","2.40870090","99931120.74","435000000.00","1915516.47","0.00","0.00","6","2020","4","2020","3","08","03"
"2020-08-03","Texas","2.40870090","2636861511.77","1900000000.00","0.00","0.00","0.00","16","2020","4","2020","3","08","03"
"2020-08-03","Minnesota","2.40870090","66669909.13","400000000.00","6325000.00","0.00","0.00","10","2020","4","2020","3","08","03"
"2020-08-03","Colorado","2.40870090","0.00","500000000.00","0.00","0.00","0.00","2","2020","4","2020","3","08","03"
"2020-08-03","Georgia","2.40870090","0.00","85000000.00","0.00","0.00","0.00","5","2020","4","2020","3","08","03"
"2020-08-03","New Jersey","2.40870090","0.00","600000000.00","0.00","0.00","0.00","11","2020","4","2020","3","08","03"
"2020-08-03","Connecticut","2.40870090","0.00","220000000.00","0.00","0.00","0.00","3","2020","4","2020","3","08","03"
"2020-08-03","Virginia","2.40870090","0.00","80000000.00","0.00","0.00","0.00","17","2020","4","2020","3","08","03"
"2020-08-03","Pennsylvania","2.40870090","0.00","800000000.00","0.00","0.00","0.00","15","2020","4","2020","3","08","03"
"2020-08-03","Virgin Islands","2.40870090","58786255.18","5000000.00","0.00","0.00","0.00","18","2020","4","2020","3","08","03"
"2020-08-03","Ohio","2.40870090","569126529.90","600000000.00","16432000.00","0.00","0.00","14","2020","4","2020","3","08","03"
"2020-08-03","Delaware","2.40870090","0.00","74000000.00","0.00","0.00","0.00","4","2020","4","2020","3","08","03"
"2020-08-03","New Mexico","2.40870090","0.00","35000000.00","0.00","0.00","0.00","12","2020","4","2020","3","08","03"
"2020-08-03","New York","2.40870090","5180031719.12","2300000000.00","119672438.31","0.00","0.00","13","2020","4","2020","3","08","03"
"2020-07-31","California","2.40870090","7807740073.74","7000000000.00","5943000000.00","0.00","0.00","1","2020","4","2020","3","07","31"
"2020-07-31","New York","2.40870090","5060359280.81","3500000000.00","1903052279.55","0.00","0.00","10","2020","4","2020","3","07","31"
"2020-07-31","Illinois","2.40870090","1027800270.81","1400000000.00","790860953.07","0.00","0.00","6","2020","4","2020","3","07","31"
"2020-07-31","Minnesota","2.40870090","93667695.46","500000000.00","250499289.24","0.00","0.00","9","2020","4","2020","3","07","31"
"2020-07-31","Ohio","2.40870090","552694529.90","1200000000.00","334885000.00","0.00","0.00","11","2020","4","2020","3","07","31"
"2020-07-31","West Virginia","2.40870090","35486924.81","125000000.00","35486924.81","0.00","0.00","14","2020","4","2020","3","07","31"
"2020-07-31","Connecticut","2.40870090","0.00","50000000.00","0.00","0.00","0.00","3","2020","4","2020","3","07","31"
"2020-07-31","Virgin Islands","2.40870090","58786255.18","5000000.00","986686.04","0.00","0.00","13","2020","4","2020","3","07","31"
"2020-07-31","Colorado","2.40870090","0.00","3000000000.00","0.00","0.00","0.00","2","2020","4","2020","3","07","31"
"2020-07-31","Texas","2.40870090","2636861511.77","2200000000.00","1659752546.65","0.00","0.00","12","2020","4","2020","3","07","31"
"2020-07-31","Massachusetts","2.40870090","751615185.65","790000000.00","591708297.33","0.00","0.00","8","2020","4","2020","3","07","31"
"2020-07-31","Kentucky","2.40870090","173201225.82","325000000.00","157065929.01","0.00","0.00","7","2020","4","2020","3","07","31"
"2020-07-31","Delaware","2.40870090","0.00","62000000.00","0.00","0.00","0.00","4","2020","4","2020","3","07","31"
"2020-07-31","Hawaii","2.40870090","98015604.27","435000000.00","98015604.27","0.00","0.00","5","2020","4","2020","3","07","31"
"2020-07-30","Kentucky","2.40870090","171609347.82","325000000.00","155474051.01","0.00","0.00","7","2020","4","2020","3","07","30"
"2020-07-30","New York","2.40870090","5113696510.23","3500000000.00","1903052279.55","0.00","0.00","10","2020","4","2020","3","07","30"
"2020-07-30","Texas","2.40870090","2571014281.18","2200000000.00","1593905316.06","0.00","0.00","12","2020","4","2020","3","07","30"
"2020-07-30","Colorado","2.40870090","0.00","3000000000.00","0.00","0.00","0.00","2","2020","4","2020","3","07","30"
"2020-07-30","Connecticut","2.40870090","0.00","50000000.00","0.00","0.00","0.00","3","2020","4","2020","3","07","30"
"2020-07-30","California","2.40870090","7816339500.31","7000000000.00","5943000000.00","0.00","0.00","1","2020","4","2020","3","07","30"
